area_type,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,other,840.0,1.0,0.0,75.0,1
Super built-up  Area,other,1760.0,2.0,1.0,116.0,3
Super built-up  Area,other,3317.5,5.0,0.0,268.5,4
Plot  Area,other,600.0,1.0,1.0,52.0,2
Super built-up  Area,other,1670.0,3.0,2.0,160.0,3
Super built-up  Area,other,1410.0,2.0,2.0,75.0,2
Super built-up  Area,other,1200.0,2.0,2.0,75.6,3
Plot  Area,other,2400.0,5.0,3.0,285.0,5
Super built-up  Area,other,2100.0,4.0,2.0,150.0,4
Built-up  Area,other,1550.0,4.0,1.0,120.0,4
Super built-up  Area,other,905.0,2.0,1.0,50.0,2
Super built-up  Area,other,1495.0,3.0,2.0,200.0,3
Super built-up  Area,other,550.0,1.0,1.0,23.0,1
Super built-up  Area,other,1080.0,2.0,2.0,75.0,3
Super built-up  Area,other,1537.0,3.0,2.0,110.0,3
Super built-up  Area,other,1750.0,3.0,2.0,150.0,3
Built-up  Area,other,2800.0,7.0,1.0,250.0,7
Super built-up  Area,other,1191.0,2.0,1.0,90.0,2
Super built-up  Area,other,2849.0,5.0,2.0,250.0,4
Super built-up  Area,other,827.0,2.0,1.0,45.0,2
Super built-up  Area,other,1205.0,2.0,1.0,70.0,2
Plot  Area,other,2200.0,4.0,2.0,160.0,3
Super built-up  Area,other,1900.0,3.0,3.0,155.0,3
Plot  Area,other,1200.0,1.0,2.0,95.0,2
Super built-up  Area,other,1100.0,2.0,1.0,61.0,2
Super built-up  Area,other,1100.0,2.0,2.0,110.0,2
Built-up  Area,other,1942.0,3.0,1.0,155.0,3
Plot  Area,other,1200.0,4.0,2.0,80.0,3
Super built-up  Area,other,1515.0,3.0,3.0,90.0,3
Plot  Area,other,1200.0,4.0,1.0,95.0,4
Built-up  Area,other,1200.0,1.0,0.0,69.0,1
Plot  Area,other,1200.0,1.0,0.0,48.0,1
Built-up  Area,other,1430.0,2.0,1.0,78.65,3
Super built-up  Area,other,1190.0,2.0,1.0,70.0,2
Super built-up  Area,other,2690.0,4.0,2.0,185.0,4
Super built-up  Area,other,1250.0,2.0,1.0,68.0,2
Plot  Area,other,1290.0,1.0,0.0,77.5,2
Super built-up  Area,other,1464.0,2.0,1.0,145.0,2
Plot  Area,other,1200.0,2.0,0.0,75.0,2
Super built-up  Area,other,1485.0,2.0,1.0,156.0,3
Super built-up  Area,other,2070.0,3.0,3.0,135.0,3
Super built-up  Area,other,800.0,2.0,1.0,55.0,2
Super built-up  Area,other,1500.0,2.0,2.0,130.0,2
Super built-up  Area,other,2010.0,3.0,3.0,125.0,3
Super built-up  Area,other,1504.0,2.0,2.0,100.0,3
Super built-up  Area,other,1602.0,2.0,1.0,165.0,3
Plot  Area,other,1200.0,4.0,1.0,130.0,4
Built-up  Area,other,1800.0,3.0,1.0,220.0,3
Super built-up  Area,other,1862.0,3.0,3.0,120.0,3
Built-up  Area,other,2700.0,3.0,3.0,200.0,3
Built-up  Area,other,1677.0,3.0,2.0,98.0,3
Built-up  Area,other,1490.0,2.0,1.0,115.0,3
Super built-up  Area,other,1740.0,3.0,3.0,120.0,3
Super built-up  Area,other,1020.0,2.0,2.0,60.0,2
Super built-up  Area,other,550.0,1.0,1.0,16.0,1
Plot  Area,other,3664.0,3.0,2.0,325.0,3
Plot  Area,other,690.0,2.0,0.0,42.0,2
Super built-up  Area,other,1520.0,3.0,2.0,111.0,3
Plot  Area,other,1200.0,4.0,2.0,86.0,4
Super built-up  Area,other,1250.0,2.0,2.0,90.0,2
Super built-up  Area,other,1900.0,2.0,2.0,190.0,3
Super built-up  Area,other,1602.0,2.0,1.0,170.0,3
Super built-up  Area,other,1230.0,2.0,2.0,70.0,2
Super built-up  Area,other,1600.0,3.0,3.0,95.0,3
Built-up  Area,other,450.0,1.0,2.0,60.0,1
Super built-up  Area,other,600.0,2.0,0.0,23.0,1
Plot  Area,other,1200.0,2.0,0.0,85.0,2
Super built-up  Area,other,2000.0,4.0,2.0,130.0,3
Plot  Area,other,1350.0,4.0,2.0,140.0,4
Super built-up  Area,other,1175.0,2.0,2.0,79.0,2
Built-up  Area,other,1158.0,2.0,3.0,75.0,2
Super built-up  Area,other,1200.0,2.0,0.0,90.0,2
Super built-up  Area,other,1266.67,2.0,0.0,69.0,2
Plot  Area,other,2000.0,2.0,1.0,160.0,2
Plot  Area,other,2679.0,5.0,2.0,280.0,4
Plot  Area,other,1230.0,2.0,0.0,75.0,2
Carpet  Area,other,3150.0,5.0,2.0,145.0,8
Plot  Area,other,880.0,2.0,1.0,48.0,2
Super built-up  Area,other,1022.0,2.0,2.0,57.0,2
Plot  Area,other,1200.0,2.0,1.0,76.0,2
Super built-up  Area,other,1605.0,3.0,2.0,100.0,3
Built-up  Area,other,1542.0,3.0,2.0,98.0,3
Super built-up  Area,other,1333.0,2.0,2.0,77.27,2
Built-up  Area,other,1100.0,3.0,1.0,110.0,3
Built-up  Area,other,1050.0,2.0,1.0,70.0,2
Plot  Area,other,1200.0,4.0,2.0,165.0,4
Built-up  Area,other,1100.0,2.0,1.0,145.0,3
Plot  Area,other,1200.0,3.0,2.0,99.0,3
Super built-up  Area,other,1000.0,2.0,1.0,60.0,2
Built-up  Area,other,5720.0,3.0,0.0,350.0,3
Super built-up  Area,other,1012.0,2.0,1.0,59.0,2
Built-up  Area,other,1200.0,4.0,1.0,140.0,4
Plot  Area,other,600.0,2.0,2.0,39.0,2
Super built-up  Area,other,1700.0,3.0,2.0,111.0,3
Built-up  Area,other,1780.0,3.0,0.0,110.0,3
Plot  Area,other,1080.0,3.0,2.0,149.0,3
Built-up  Area,other,900.0,2.0,0.0,65.0,3
Plot  Area,other,1200.0,3.0,2.0,160.0,4
Super built-up  Area,other,1540.0,3.0,3.0,85.0,3
Super built-up  Area,other,2456.0,3.0,3.0,220.0,3
Plot  Area,other,1530.0,2.0,1.0,185.0,2
Super built-up  Area,other,1717.0,3.0,3.0,120.0,3
Built-up  Area,other,1475.0,2.0,2.0,171.0,2
Plot  Area,other,1225.0,2.0,0.0,65.0,2
Built-up  Area,other,650.0,1.0,0.0,16.0,1
Super built-up  Area,other,1504.0,2.0,2.0,102.0,3
Super built-up  Area,other,1800.0,4.0,1.0,145.0,4
Super built-up  Area,other,3000.0,4.0,2.0,240.0,4
Carpet  Area,other,1625.0,3.0,3.0,92.0,3
Super built-up  Area,other,2400.0,4.0,3.0,250.0,4
Super built-up  Area,other,1490.0,2.0,1.0,92.0,3
Super built-up  Area,other,1044.0,2.0,1.0,60.0,2
Super built-up  Area,other,1567.2,2.0,0.0,190.0,3
Super built-up  Area,other,1293.0,2.0,2.0,75.0,2
Super built-up  Area,other,1374.0,2.0,2.0,88.0,3
Built-up  Area,other,2000.0,2.0,1.0,160.0,4
Super built-up  Area,other,834.0,1.0,1.0,62.0,1
Plot  Area,other,600.0,1.0,0.0,52.0,1
Super built-up  Area,other,2000.0,4.0,1.0,135.0,4
Super built-up  Area,other,2750.0,3.0,2.0,260.0,3
Super built-up  Area,other,1280.0,2.0,2.0,90.0,2
Super built-up  Area,other,2075.0,3.0,1.0,175.0,3
Super built-up  Area,other,2274.24,4.0,1.0,160.0,3
Plot  Area,other,900.0,3.0,1.0,105.0,2
Super built-up  Area,other,1350.0,3.0,0.0,75.0,3
Super built-up  Area,other,470.0,2.0,1.0,10.0,1
Plot  Area,other,1313.0,4.0,2.0,150.0,3
Super built-up  Area,other,2515.0,4.0,3.0,155.0,3
Super built-up  Area,other,2665.0,3.0,1.0,350.0,3
Super built-up  Area,other,3500.0,5.0,2.0,450.0,4
Plot  Area,other,2400.0,5.0,2.0,300.0,6
Super built-up  Area,other,1235.0,2.0,1.0,140.0,2
Built-up  Area,other,3200.0,3.0,0.0,260.0,3
Built-up  Area,other,1450.0,3.0,2.0,90.0,3
Built-up  Area,other,1200.0,2.0,2.0,100.0,3
Built-up  Area,other,1205.0,2.0,1.0,70.0,2
Plot  Area,other,1500.0,3.0,2.0,90.0,3
Super built-up  Area,other,1250.0,2.0,1.0,67.0,2
Built-up  Area,other,375.0,1.0,0.0,26.0,1
Plot  Area,other,800.0,3.0,1.0,59.5,2
Built-up  Area,other,1800.0,2.0,2.0,100.0,3
Built-up  Area,other,3500.0,2.0,1.0,350.0,4
Super built-up  Area,other,2100.0,4.0,2.0,255.0,3
Built-up  Area,other,400.0,1.0,0.0,35.0,1
Built-up  Area,other,2400.0,5.0,3.0,180.0,4
Super built-up  Area,other,825.0,2.0,1.0,40.0,1
Built-up  Area,other,5000.0,5.0,2.0,600.0,4
Plot  Area,other,4800.0,5.0,2.0,420.0,4
Super built-up  Area,other,3400.0,3.0,3.0,400.0,3
Built-up  Area,other,2600.0,3.0,2.0,147.0,3
Built-up  Area,other,800.0,1.0,0.0,72.0,1
Super built-up  Area,other,1225.0,2.0,2.0,82.0,3
Super built-up  Area,other,655.0,1.0,2.0,27.0,1
Super built-up  Area,other,1196.0,2.0,1.0,96.0,2
Carpet  Area,other,927.0,2.0,1.0,50.0,2
Super built-up  Area,other,600.0,1.0,0.0,18.0,1
Built-up  Area,other,2800.0,4.0,1.0,200.0,4
Super built-up  Area,other,800.0,2.0,1.0,85.0,2
Super built-up  Area,other,985.0,2.0,2.0,57.0,2
Super built-up  Area,other,6000.0,12.0,2.0,150.0,11
Plot  Area,other,600.0,2.0,1.0,80.0,2
Built-up  Area,other,1503.0,2.0,2.0,93.0,3
Built-up  Area,other,1768.0,3.0,3.0,95.0,3
Super built-up  Area,other,3060.0,4.0,2.0,350.0,4
Super built-up  Area,other,800.0,1.0,2.0,32.0,1
Plot  Area,other,600.0,1.0,1.0,35.0,1
Super built-up  Area,other,1010.0,2.0,2.0,55.0,2
Built-up  Area,other,3978.0,4.0,3.0,428.0,4
Super built-up  Area,other,2008.0,3.0,2.0,170.0,3
Super built-up  Area,other,2095.0,3.0,2.0,142.0,3
Built-up  Area,other,1600.0,2.0,2.0,88.0,3
Plot  Area,other,1350.0,4.0,2.0,160.0,4
Super built-up  Area,other,500.0,1.0,1.0,20.0,1
Super built-up  Area,other,1280.0,2.0,1.0,100.0,3
Built-up  Area,other,1650.0,3.0,1.0,110.0,3
Plot  Area,other,1044.0,2.0,2.0,85.0,2
Plot  Area,other,840.0,1.0,1.0,99.0,2
Super built-up  Area,other,3870.0,4.0,2.0,411.0,4
Super built-up  Area,other,1835.0,3.0,3.0,175.0,3
Super built-up  Area,other,425.0,1.0,1.0,15.0,1
Super built-up  Area,other,2380.0,4.0,3.0,242.0,4
Plot  Area,other,900.0,1.0,0.0,70.0,2
Super built-up  Area,other,1517.0,2.0,2.0,125.0,2
Super built-up  Area,other,3602.0,4.0,2.0,280.0,4
Built-up  Area,other,2159.0,3.0,2.0,120.0,3
Plot  Area,other,1200.0,3.0,2.0,72.0,3
Built-up  Area,other,1850.0,3.0,0.0,175.0,6
Built-up  Area,other,510.0,1.0,0.0,34.0,1
Super built-up  Area,other,1166.0,2.0,3.0,65.0,2
Built-up  Area,other,2700.0,2.0,1.0,260.0,3
Plot  Area,other,1350.0,2.0,0.0,175.0,3
Built-up  Area,other,940.0,2.0,1.0,56.0,2
Built-up  Area,other,1645.0,3.0,2.0,95.0,3
Built-up  Area,other,1000.0,2.0,1.0,63.0,2
Super built-up  Area,other,1998.0,3.0,2.0,117.0,3
Super built-up  Area,other,1350.0,3.0,2.0,81.0,3
Plot  Area,other,1200.0,4.0,1.0,110.0,4
Super built-up  Area,other,1217.0,2.0,1.0,164.0,2
Super built-up  Area,other,600.0,1.0,0.0,45.0,1
Plot  Area,other,672.0,1.0,1.0,27.0,1
Plot  Area,other,1280.0,3.0,0.0,87.0,3
Super built-up  Area,other,1567.0,3.0,1.0,100.0,3
Super built-up  Area,other,560.0,1.0,0.0,19.0,1
Plot  Area,other,520.0,2.0,0.0,29.0,1
Built-up  Area,other,1950.0,3.0,3.0,230.0,3
Plot  Area,other,600.0,1.0,0.0,58.0,1
Super built-up  Area,other,1000.0,1.0,1.0,19.0,1
Super built-up  Area,other,1220.0,2.0,1.0,65.0,2
Super built-up  Area,other,1130.0,2.0,2.0,74.0,2
Super built-up  Area,other,1407.0,2.0,1.0,83.87,2
Plot  Area,other,1350.0,4.0,2.0,160.0,4
Super built-up  Area,other,2375.0,3.0,2.0,260.0,4
Super built-up  Area,other,1200.0,2.0,1.0,67.0,2
Built-up  Area,other,1872.0,3.0,2.0,152.0,3
Super built-up  Area,other,1400.0,3.0,2.0,90.0,3
Plot  Area,other,812.0,1.0,1.0,26.0,1
Super built-up  Area,other,600.0,2.0,1.0,35.0,1
Super built-up  Area,other,1075.0,2.0,1.0,57.0,2
Built-up  Area,other,1800.0,4.0,3.0,115.0,3
Super built-up  Area,other,1499.0,3.0,2.0,89.0,3
Built-up  Area,other,1050.0,2.0,2.0,65.0,2
Super built-up  Area,other,905.0,2.0,2.0,50.0,2
Super built-up  Area,other,3155.0,3.0,2.0,315.0,3
Super built-up  Area,other,1464.0,2.0,1.0,135.0,3
Super built-up  Area,other,1200.0,2.0,2.0,75.0,2
Super built-up  Area,other,1707.0,3.0,2.0,171.0,3
Super built-up  Area,other,565.0,1.0,1.0,33.0,1
Plot  Area,other,630.0,2.0,1.0,70.0,1
Plot  Area,other,1000.0,2.0,1.0,55.0,2
Plot  Area,other,2400.0,4.0,1.0,130.0,3
Carpet  Area,other,1100.0,2.0,2.0,70.0,2
Built-up  Area,other,420.0,1.0,1.0,23.5,1
Super built-up  Area,other,1225.0,2.0,2.0,71.05,2
Plot  Area,other,1350.0,4.0,1.0,90.0,4
Super built-up  Area,other,1732.5,3.0,0.0,91.855,3
Plot  Area,other,3760.0,2.0,0.0,280.0,2
Super built-up  Area,other,3071.0,4.0,2.0,300.0,3
Super built-up  Area,other,1620.0,3.0,3.0,95.0,3
Built-up  Area,other,560.0,1.0,1.0,21.0,1
Built-up  Area,other,2250.0,3.0,2.0,180.0,3
Plot  Area,other,1350.0,2.0,0.0,45.0,1
Super built-up  Area,other,1209.0,2.0,2.0,100.0,2
Super built-up  Area,other,1500.0,3.0,1.0,95.0,3
Super built-up  Area,other,1000.0,2.0,2.0,60.0,2
Plot  Area,other,1200.0,4.0,2.0,130.0,4
Built-up  Area,other,2250.0,3.0,2.0,199.0,3
Super built-up  Area,other,3700.0,4.0,2.0,314.0,4
Built-up  Area,other,1405.0,3.0,0.0,169.0,3
Super built-up  Area,other,500.0,1.0,1.0,16.0,1
Built-up  Area,other,1600.0,3.0,2.0,180.0,3
Super built-up  Area,other,648.0,1.0,1.0,34.0,1
Super built-up  Area,other,1720.0,2.0,2.0,126.0,3
Built-up  Area,other,1080.0,2.0,3.0,64.0,2
Super built-up  Area,other,535.0,1.0,1.0,35.0,1
Super built-up  Area,other,1465.0,2.0,2.0,88.0,3
Super built-up  Area,other,1145.0,2.0,1.0,63.0,2
Built-up  Area,other,3420.0,3.0,2.0,410.0,4
Super built-up  Area,other,1280.0,2.0,2.0,75.0,2
Plot  Area,other,680.0,3.0,2.0,60.0,2
Built-up  Area,other,1738.0,3.0,0.0,110.0,3
Plot  Area,other,1500.0,3.0,1.0,90.0,3
Plot  Area,other,1050.0,2.0,1.0,110.0,2
Super built-up  Area,other,1275.0,2.0,1.0,105.0,2
Plot  Area,other,2320.0,2.0,0.0,160.0,3
Super built-up  Area,other,1237.0,3.0,2.0,78.0,3
Plot  Area,other,1200.0,2.0,1.0,140.0,4
Super built-up  Area,other,1160.0,2.0,2.0,75.0,2
Super built-up  Area,other,1155.0,2.0,1.0,65.0,2
Built-up  Area,other,984.0,2.0,2.0,125.0,2
Super built-up  Area,other,1148.0,2.0,2.0,69.0,2
Super built-up  Area,other,1719.0,3.0,2.0,110.0,3
Plot  Area,other,3000.0,4.0,3.0,264.0,4
Built-up  Area,other,1320.0,2.0,3.0,90.0,2
Plot  Area,other,1230.0,2.0,0.0,68.0,2
Plot  Area,other,4560.0,5.0,2.0,430.0,4
Built-up  Area,other,3000.0,4.0,0.0,300.0,5
Super built-up  Area,other,1560.0,2.0,2.0,125.0,3
Built-up  Area,other,1012.0,2.0,2.0,59.0,2
Plot  Area,other,1245.0,2.0,1.0,120.0,2
Super built-up  Area,other,1485.0,2.0,3.0,110.0,3
Carpet  Area,other,1489.0,2.0,0.0,101.0,2
Super built-up  Area,other,2800.0,4.0,3.0,365.0,4
Super built-up  Area,other,1600.0,2.0,1.0,90.0,3
Built-up  Area,other,3000.0,6.0,3.0,300.0,6
Super built-up  Area,other,1903.0,3.0,2.0,165.0,3
Super built-up  Area,other,2996.0,4.0,3.0,200.0,4
Super built-up  Area,other,551.0,1.0,1.0,30.0,1
Super built-up  Area,other,550.0,1.0,1.0,16.0,1
Super built-up  Area,other,1780.0,3.0,1.0,100.0,3
Built-up  Area,other,1310.0,3.0,3.0,90.0,3
Built-up  Area,other,1603.0,2.0,0.0,125.0,3
Super built-up  Area,other,2180.0,3.0,2.0,285.0,3
Plot  Area,other,450.0,1.0,0.0,30.0,1
Super built-up  Area,other,3000.0,4.0,2.0,301.0,4
Built-up  Area,other,1275.0,2.0,3.0,69.0,2
Super built-up  Area,other,1623.0,3.0,3.0,155.0,3
Built-up  Area,other,900.0,1.0,1.0,52.3,1
Built-up  Area,other,1200.0,2.0,1.0,110.0,2
Plot  Area,other,1400.0,2.0,1.0,78.0,3
Super built-up  Area,other,2648.0,3.0,3.0,238.0,3
Super built-up  Area,other,1475.0,3.0,1.0,80.0,3
Super built-up  Area,other,1721.0,3.0,2.0,93.0,3
Built-up  Area,other,4800.0,4.0,3.0,420.0,4
Built-up  Area,other,1163.0,2.0,2.0,68.0,2
Super built-up  Area,other,801.0,1.0,0.0,33.645,1
Built-up  Area,other,1300.0,2.0,1.0,80.0,3
Plot  Area,other,3300.0,9.0,2.0,450.0,10
Built-up  Area,other,1040.0,2.0,2.0,78.0,2
Built-up  Area,other,1907.0,2.0,1.0,200.0,3
Super built-up  Area,other,1330.0,2.0,2.0,80.0,2
Plot  Area,other,1320.0,2.0,1.0,95.0,3
Plot  Area,other,2200.0,2.0,0.0,150.0,4
Plot  Area,other,1092.0,3.0,1.0,95.0,3
Built-up  Area,other,1130.0,2.0,1.0,75.0,2
Super built-up  Area,other,1900.0,3.0,2.0,190.0,3
Plot  Area,other,1200.0,4.0,1.0,110.0,4
Super built-up  Area,other,1630.0,3.0,2.0,131.0,3
Built-up  Area,other,1050.0,2.0,2.0,41.0,1
Plot  Area,other,3210.0,4.0,2.0,380.0,3
Super built-up  Area,other,5425.0,13.0,0.0,275.0,13
Plot  Area,other,1200.0,4.0,2.0,135.0,4
Plot  Area,other,900.0,2.0,1.0,48.0,2
Built-up  Area,other,4041.0,4.0,2.0,345.0,4
Super built-up  Area,other,620.0,1.0,1.0,25.0,1
Built-up  Area,other,1210.0,2.0,0.0,75.0,2
Plot  Area,other,1200.0,1.0,0.0,70.0,2
Plot  Area,other,1200.0,3.0,1.0,70.0,2
Built-up  Area,other,1130.0,2.0,2.0,68.0,2
Built-up  Area,other,800.0,2.0,2.0,55.0,2
Super built-up  Area,other,1244.0,2.0,2.0,95.0,2
Plot  Area,other,1500.0,4.0,2.0,180.0,3
Built-up  Area,other,1200.0,2.0,1.0,75.0,2
Plot  Area,other,400.0,2.0,1.0,50.0,1
Super built-up  Area,other,2159.0,3.0,2.0,120.0,3
Built-up  Area,other,1200.0,1.0,0.0,48.0,1
Built-up  Area,other,1450.0,2.0,2.0,90.0,2
Plot  Area,other,10030.0,1.0,1.0,150.0,1
Super built-up  Area,other,2300.0,3.0,2.0,280.0,3
Plot  Area,other,3900.0,3.0,3.0,250.0,3
Plot  Area,other,1400.0,2.0,2.0,160.0,2
Super built-up  Area,other,1715.0,3.0,2.0,95.0,3
Super built-up  Area,other,703.0,2.0,1.0,60.0,2
Plot  Area,other,600.0,1.0,0.0,20.0,1
Plot  Area,other,4382.0,4.0,3.0,400.0,4
Super built-up  Area,other,1030.0,2.0,2.0,77.25,3
Super built-up  Area,other,1254.0,2.0,1.0,70.0,3
Super built-up  Area,other,1293.0,2.0,2.0,80.0,2
Plot  Area,other,1000.0,2.0,0.0,66.0,2
Super built-up  Area,other,1864.0,3.0,3.0,115.0,3
Plot  Area,other,1200.0,2.0,3.0,135.0,2
Super built-up  Area,other,1525.0,2.0,2.0,91.48,3
Super built-up  Area,other,975.0,2.0,1.0,60.0,2
Plot  Area,other,1500.0,2.0,0.0,85.0,1
Built-up  Area,other,1100.0,2.0,2.0,68.0,2
Plot  Area,other,4000.0,6.0,2.0,460.0,6
Super built-up  Area,other,2950.0,4.0,2.0,250.0,4
Built-up  Area,other,1464.0,2.0,2.0,115.0,3
Super built-up  Area,other,1385.0,3.0,3.0,90.0,3
Super built-up  Area,other,1415.0,2.0,2.0,120.0,2
Plot  Area,other,2400.0,2.0,2.0,185.0,3
Super built-up  Area,other,1025.0,2.0,1.0,65.0,2
Built-up  Area,other,1020.0,2.0,1.0,70.0,2
Super built-up  Area,other,1155.0,2.0,2.0,69.0,2
Super built-up  Area,other,2030.0,2.0,1.0,182.0,3
Super built-up  Area,other,2900.0,3.0,2.0,325.0,3
Built-up  Area,other,1500.0,2.0,0.0,145.0,2
Built-up  Area,other,2597.0,4.0,3.0,189.0,4
Super built-up  Area,other,1201.0,2.0,1.0,65.0,2
Super built-up  Area,other,660.0,1.0,0.0,30.0,1
Built-up  Area,other,950.0,2.0,0.0,65.0,2
Plot  Area,other,980.0,3.0,1.0,80.0,3
Super built-up  Area,other,1265.0,2.0,2.0,68.0,2
Super built-up  Area,other,660.0,1.0,1.0,35.0,1
Super built-up  Area,other,1140.0,2.0,3.0,60.0,2
Super built-up  Area,other,1458.0,2.0,2.0,87.0,3
Super built-up  Area,other,1178.0,2.0,1.0,80.0,2
Built-up  Area,other,2700.0,4.0,3.0,295.0,4
Plot  Area,other,1300.0,2.0,2.0,95.0,2
Built-up  Area,other,936.0,1.0,0.0,53.0,1
Super built-up  Area,other,1277.0,2.0,2.0,92.0,2
Plot  Area,other,1600.0,2.0,1.0,160.0,2
Super built-up  Area,other,1839.0,3.0,3.0,160.0,3
Super built-up  Area,other,925.0,2.0,1.0,100.0,2
Super built-up  Area,other,650.0,1.0,1.0,50.0,1
Super built-up  Area,other,720.0,1.0,0.0,32.39,1
Super built-up  Area,other,1600.0,3.0,2.0,130.0,3
Super built-up  Area,other,1296.0,2.0,2.0,70.0,2
Built-up  Area,other,2200.0,3.0,1.0,225.0,4
Built-up  Area,other,1626.6,3.0,1.0,133.0,3
Plot  Area,other,1348.0,2.0,0.0,100.0,2
Plot  Area,other,1350.0,4.0,0.0,175.0,4
Super built-up  Area,other,1410.0,3.0,3.0,90.0,3
Super built-up  Area,other,1460.0,2.0,2.0,87.0,3
Super built-up  Area,other,1260.0,2.0,2.0,85.05,3
Super built-up  Area,other,3000.0,3.0,1.0,265.0,3
Super built-up  Area,other,1200.0,2.0,2.0,120.0,3
Super built-up  Area,other,1800.0,3.0,2.0,150.0,3
Super built-up  Area,other,2098.0,3.0,1.0,210.0,3
Super built-up  Area,other,2400.0,3.0,1.0,270.0,3
Super built-up  Area,other,1800.0,3.0,3.0,192.0,3
Super built-up  Area,other,509.0,1.0,1.0,20.0,1
Carpet  Area,other,2050.0,3.0,2.0,135.0,3
Plot  Area,other,2100.0,1.0,1.0,200.0,2
Super built-up  Area,other,1276.0,2.0,0.0,146.0,2
Super built-up  Area,other,1600.0,3.0,2.0,100.0,3
Built-up  Area,other,2100.0,3.0,2.0,280.0,4
Super built-up  Area,other,2100.0,3.0,1.0,270.0,3
Built-up  Area,other,3500.0,4.0,3.0,320.0,4
Super built-up  Area,other,1540.0,3.0,2.0,150.0,3
Built-up  Area,other,3200.0,4.0,0.0,270.0,4
Super built-up  Area,other,1165.0,2.0,1.0,65.0,2
Built-up  Area,other,800.0,1.0,3.0,95.0,2
Plot  Area,other,1650.0,2.0,1.0,140.0,4
Plot  Area,other,4395.0,3.0,3.0,240.0,3
Built-up  Area,other,1936.0,3.0,2.0,139.0,3
Built-up  Area,other,1220.0,2.0,3.0,65.0,2
Super built-up  Area,other,1200.0,1.0,0.0,65.0,1
Super built-up  Area,other,1310.0,2.0,1.0,88.0,2
Built-up  Area,other,2000.0,5.0,2.0,240.0,5
Built-up  Area,other,4500.0,4.0,3.0,345.0,4
Built-up  Area,other,3155.0,4.0,2.0,316.0,3
Super built-up  Area,other,1441.0,2.0,1.0,115.0,2
Super built-up  Area,other,418.0,1.0,1.0,17.0,1
Plot  Area,other,1200.0,3.0,1.0,80.0,3
Plot  Area,other,1500.0,2.0,1.0,200.0,3
Super built-up  Area,other,610.0,1.0,0.0,28.0,1
Built-up  Area,other,1864.0,3.0,2.0,120.0,3
Built-up  Area,other,950.0,2.0,3.0,57.0,2
Super built-up  Area,other,1100.0,2.0,1.0,62.0,2
Plot  Area,other,1200.0,4.0,2.0,165.0,4
Plot  Area,other,1200.0,2.0,0.0,90.0,3
Super built-up  Area,other,1279.0,2.0,3.0,100.0,2
Plot  Area,other,3600.0,4.0,2.0,300.0,4
Plot  Area,other,1600.0,4.0,1.0,120.0,3
Plot  Area,other,1120.0,2.0,0.0,60.0,2
Built-up  Area,other,1308.0,2.0,1.0,86.0,2
Built-up  Area,other,2170.0,3.0,2.0,265.0,4
Super built-up  Area,other,1225.0,2.0,2.0,71.05,2
Plot  Area,other,1200.0,3.0,0.0,78.0,2
Super built-up  Area,other,2180.0,3.0,3.0,273.0,3
Super built-up  Area,other,3300.0,8.0,3.0,310.0,8
Built-up  Area,other,1300.0,2.0,3.0,95.0,2
Super built-up  Area,other,1350.0,2.0,2.0,89.5,2
Built-up  Area,other,2312.0,3.0,2.0,156.0,3
Built-up  Area,other,1175.0,2.0,1.0,70.0,2
Built-up  Area,other,2150.0,3.0,3.0,240.0,3
Plot  Area,other,1386.0,3.0,2.0,93.0,4
Plot  Area,other,2500.0,2.0,1.0,300.0,3
Super built-up  Area,other,1500.0,2.0,2.0,120.0,3
Built-up  Area,other,3520.0,6.0,1.0,460.0,5
Built-up  Area,other,1200.0,3.0,1.0,68.0,3
Super built-up  Area,other,3800.0,6.0,2.0,390.0,6
Plot  Area,other,410.0,1.0,1.0,48.0,1
Plot  Area,other,880.0,1.0,0.0,90.0,2
Super built-up  Area,other,1293.0,2.0,2.0,80.0,2
Built-up  Area,other,1280.0,2.0,2.0,68.48,2
Plot  Area,other,1065.0,3.0,1.0,72.0,3
Built-up  Area,other,1250.0,2.0,1.0,77.13,3
Carpet  Area,other,2100.0,3.0,0.0,210.0,4
Plot  Area,other,7000.0,6.0,2.0,560.0,6
Built-up  Area,other,1220.0,2.0,2.0,72.0,2
Built-up  Area,other,1100.0,2.0,2.0,75.0,2
Plot  Area,other,1350.0,2.0,0.0,90.0,2
Plot  Area,other,4800.0,5.0,2.0,350.0,4
Plot  Area,other,1200.0,3.0,2.0,110.0,3
Built-up  Area,other,1250.0,2.0,3.0,75.0,2
Super built-up  Area,other,648.0,1.0,1.0,40.0,1
Plot  Area,other,1200.0,5.0,1.0,150.0,4
Super built-up  Area,other,500.0,1.0,1.0,13.0,1
Plot  Area,other,2400.0,4.0,1.0,325.0,5
Super built-up  Area,other,1180.0,2.0,2.0,65.0,2
Super built-up  Area,other,975.0,2.0,1.0,55.0,2
Built-up  Area,other,1115.0,2.0,1.0,115.0,2
Super built-up  Area,other,1495.0,3.0,2.0,90.0,3
Built-up  Area,other,1000.0,2.0,2.0,60.0,2
Plot  Area,other,2750.0,6.0,3.0,200.0,6
Built-up  Area,other,660.0,2.0,0.0,76.0,2
Built-up  Area,other,1275.0,2.0,1.0,76.0,2
Built-up  Area,other,793.0,1.0,1.0,40.0,1
Super built-up  Area,other,1630.0,2.0,2.0,130.0,3
